"TMNr_plus_texLett",BL
5878,"X, S. 81; XII, S. 82"
5882a,"VIII, S. 137; XI, S. 84; XII, S. 76"
5900,"VIII, S. 186; X, S. 105; XII, S. 103"
5901,"XII, S. 118"
5926,"XII, S. 305"
5937,"XII, S. 204"
60,"XII, S. 80"
619,"XII, S. 65"
619,"XII, S. 65"
6202,"VIII, S.341; XII, S. 195"
6220,"XII, S. 196"
63203,"XII, S. 243"
64217,"X, S. 278; XII, S. 284"
64533,"VIII, S. 3; XII, S. 3"
6454,"VIII, S. 328; XII, S. 188"
64556,"XII, S. 244"
64825a,"XII, S. 227"
64825d,"XII, S. 227"
64902,"X, S. 80; XII, S. 81"
65016,"VIII, S. 75; XII, S. 47"
65163,"XII, S. 246"
65247,"IX, S. 216; XII, S. 162"
65266,"XII, S. 128"
65334a,"XII, S. 128"
65334b,"XII, S. 128"
65374,"XII, S. 128"
65375,"XII, S. 128"
65381,"XII, S. 128"
65386,"XII, S. 128"
654,"XII, S. 33"
65469,"XII, S. 128f."
65470,"XII, S. 128"
65484,"XII, S. 128"
65485,"XII, S. 128"
65627a,"XII, S. 169"
65797,"IX, S. 362; X, S. 281; XI, S. 286; XII, S. 286"
65863,"VIII, S. 157; IX, S. 113; X, S. 89; XII, S. 95"
65892,"XII, S. 239"
66376,"IX, S. 169; XII, S. 128"
673,"VIII, S. 77; X, S. 36; XII, S. 48"
67315,"XII, S. 148"
674,"VIII, S. 77; IX, S. 49; XII, S. 48"
676,"IX, S. 49; XII, S. 48"
67945,"XII, S. 67"
68641,"XII, S. 245"
68644,"XII, S. 245"
68656a,"XII, S. 246"
68761,"XII, S. 244"
69745,"XII, S. 20"
69746,"XII, S. 20"
69747,"XII, S. 20"
69748,"XII, S. 20"
69749,"XII, S. 20"
69754,"XII, S. 27"
69755,"XII, S. 27"
69757,"XII, S. 27"
69760,"XII, S. 27"
69770,"XII, S. 27"
69777,"XII, S. 27"
69781,"XII, S. 27"
69783,"XII, S. 27"
69784,"XII, S. 27"
69785,"XII, S. 27"
69786,"XII, S. 28"
69787,"XII, S. 28"
69788,"XII, S. 28"
69789,"XII, S. 28"
69790,"XII, S. 28"
69791,"XII, S. 28"
69793,"XII, S. 28"
69794,"XII, S. 28f."
69795,"XII, S. 29"
69796,"XII, S. 29"
69800,"XII, S. 29"
69805,"XII, S. 29"
69806,"XII, S. 29"
69807,"XII, S. 29f."
69810,"XII, S. 30"
69811,"XII, S. 30"
69815,"XII, S. 30"
69816,"XII, S. 30"
69817,"XII, S. 30"
69818,"XII, S. 30"
69819,"XII, S. 30"
69822,"XII, S. 30"
69826,"XII, S. 30f."
69827,"XII, S. 31"
69828,"XII, S. 31"
69829,"XII, S. 31"
69888,"XII, S. 120 (zu P.Mich. III 164)"
69913,"XII, S. 15 (zu BGU III 696)"
70005,"XII, S. 252 (zu PSI VI 729 a)"
70005,"XII, S. 252 (zu PSI VI 729 a)"
70038,"XI, S. 58; XII, S. 52"
70041,"XI, S. 58; XII, S. 52"
70106,"XI, S. 266 (zu SPP XIV); XII, S. 52 und 274 (zu SPP XIV XIII)"
70178,"XII, S. 63"
70200,"XII, S. 63"
70353,"XII, S. 292"
70399,"XII, S. 292"
70399,"XII, S. 292"
70557,"XII, S. 293"
70557,"XII, S. 293"
70565,"XII, S. 293"
70578,"XII, S. 293"
70634,"XI, S. 293; XII, S. 293"
70642,"XI, S. 293; XII, S. 293"
70665,"XI, S. 293; XII, S. 293"
70677,"XI, S. 293; XII, S. 293"
70681,"XI, S. 293; XII, S. 293"
70731,"XI, S. 293; XII, S. 293"
70732,"XI, S. 293; XII, S. 293"
70767,"XII, S. 293"
70781,"XII, S. 293"
70864,"XII, S. 293"
70919,"XII, S. 320"
70955,"XII, S. 320"
70970,"XII, S. 320"
71042,"XII, S. 320"
71206,"XII, S. 321"
71279,"XII, S. 321"
71296,"XII, S. 321"
71304,"XII, S. 321"
71326,"XII, S. 321"
71372,"XII, S. 321"
71426,"XII, S. 321"
71436,"XII, S. 321"
71457,"IX, S. 400; XII, S. 321"
71482,"IX, S. 400; XII, S. 321"
71494,"XII, S. 321"
71495,"XII, S. 321"
71499,"XII, S. 321"
71504,"IX, S. 401; XII, S. 321"
71560,"X, S. 301; XI, S. 302; XII, S. 321"
71564,"XII, S. 321"
71585,"XII, S. 321"
71644,"XII, S. 321"
71694,"XII, S. 321"
71701,"XII, S. 321"
71703,"XII, S. 321"
71712,"XII, S. 321"
71733,"XII, S. 322"
71763,"XII, S. 322"
71772,"IX, S. 403; XII, S. 322"
71792,"XII, S. 322"
71792,"XII, S. 322"
71853,"XII, S. 322"
71864,"XII, S. 322"
71915,"XII, S. 322"
72021,"XII, S. 322"
72054,"XII, S. 322"
72223,"XII, S. 322"
72248,"XII, S. 322"
72337,"VIII, S. 537; XII, S. 322"
72340,"VIII, S. 537; XII, S. 322"
72340,"VIII, S. 537; XII, S. 322"
72359,"XII, S. 322"
72359,"XII, S. 322"
72363,"XI, S. 302; XII, S. 322"
72364,"XI, S. 302; XII, S. 322"
72365,"XI, S. 302; XII, S. 322"
72367,"XI, S. 302; XII, S. 322"
72385,"IX, S. 404; XII, S. 322"
7241a,"XII, S. 79"
7245,"XII, S. 79"
72616,"XII, S. 322"
72633,"IX, S. 405; XII, S. 322"
72780,"XII, S. 322"
72825,"XII, S. 323"
72846,"XII, S. 323"
72852,"XII, S. 323"
7303,"XII, S. 19"
73084,"XII, S. 323"
7322,"XII, S. 19"
7327,"VIII, S. 47; XII, S. 20"
7330,"VIII, S. 44; XII, S. 19"
73368,"XII, S. 294"
73372,"XI, S. 293; XII, S. 294"
73378,"XII, S. 295"
73379,"XII, S. 295"
73404,"XII, S. 295"
73429,"XII, S. 295"
73432,"XII, S. 295"
73443,"XII, S. 295"
73443,"XII, S. 295"
73444,"XII, S. 295"
73474,"XII, S. 295"
7359,"IX, S. 27; XII, S. 19"
7361,"XII, S. 19"
73820,"XII, S. 307"
73822,"XII, S. 307"
73843,"XII, S. 307"
73856,"XII, S. 307"
73858,"IX, S. 388; XII, S. 307"
73867,"XII, S. 307"
73893,"XII, S. 307"
73896,"XII, S. 307"
73920,"XII, S. 297"
73930,"XII, S. 297"
73942,"XII, S. 297"
73950,"XII, S. 297"
7396,"XII, S. 159"
7397,"XII, S. 159"
7398,"XII, S. 159"
7399,"XII, S. 159"
73992,"XII, S. 297"
7400,"XII, S. 159"
7402,"XII, S. 129 (zu M.Chr. 28)"
7403,"XII, S. 159"
74042,"XII, S. 297"
74043,"XII, S. 297"
74054,"XII, S. 297"
7407,"XII, S. 158"
74198,"XII, S. 298"
74198,"XII, S. 298"
74203,"XII, S. 298"
74205,"XII, S. 299"
74206,"XII, S. 299"
74218,"XII, S. 299"
74224,"XII, S. 299"
74227,"XII, S. 299"
74268,"XII, S. 299"
74271,"XII, S. 299"
74272,"XII, S. 299"
74283,"XII, S. 299"
74288,"XII, S. 299"
74298,"XII, S. 299"
74303,"XII, S. 299"
74307,"XI, S. 296f.; XII, S. 299"
74308,"XI, S. 296f.; XII, S. 299"
7434a,"VIII, S. 278; IX, S. 207; X, S. 159/160; XI, S. 177; XII, S. 159 und 289 (zu W.Chr. 166)"
74359,"XII, S. 300"
7436,"XI, S. 177; XII, S. 159"
74360,"XII, S. 300"
74370,"XII, S. 300"
74377,"XII, S. 300"
74378,"XII, S. 300"
74391,"XII, S. 300"
74404,"XII, S. 300"
74411,"XII, S. 300"
74427,"XII, S. 300"
74429,"XII, S. 300"
74430,"XII, S. 300"
74432,"XII, S. 300"
74432,"XII, S. 300"
74433,"XII, S. 300"
74434,"XII, S. 300"
74452,"XII, S. 300"
74455,"XII, S. 300"
74470,"XII, S. 304"
74471,"XII, S. 304"
74478,"XII, S. 304"
74482,"XII, S. 305"
74495,"VIII, S. 518; IX, S. 385; XI, S. 298; XII, S. 305"
7464,"XII, S. 237"
74845,"XII, S. 306"
7486a,"XII, S. 159"
74940,"VIII, S. 525; XII, S. 306"
74955,"VIII, S. 525; XII, S. 306"
74956,"XII, S. 306"
75021,"XII, S. 321"
75025,"XII, S. 316"
75048,"XII, S. 316"
75050,"XII, S. 316"
75055,"XII, S. 316"
75059,"XII, S. 316"
75061,"XII, S. 316"
75066,"XII, S. 316"
7507,"IX, S. 210; XII, S. 159"
75077,"IX, S. 389; XII, S. 316"
75094,"XII, S. 316"
75096,"XII, S. 316"
75099,"IX, S. 389; XII, S. 316"
751,"XII, S. 48"
7511,"IX, S. 208; XII, S. 159"
75151,"XII, S. 316"
75164,"XII, S. 316"
75187,"XII, S. 316"
75196,"XII, S. 316"
7522,"XII, S. 160"
7522,"XII, S. 160"
75220,"XII, S. 316"
75237,"XII, S. 316"
75247,"VIII, S. 529; XI, S. 299; XII, S. 317"
7527,"XII, S. 289"
7530,"XII, S. 160"
7545,"XII, S. 160"
75631,"IX, S. 391; XII, S. 317"
75646,"XII, S. 317"
75647,"XII, S. 317"
75649,"VIII, S. 531; XII, S. 317"
75651,"XII, S. 317"
75653,"XII, S. 317"
75718,"VIII, S. 533; X, S.300; XII, S. 317"
75741a,"VIII, S. 533; XII, S. 317"
75741b,"VIII, S. 533; XII, S. 317"
75754,"XI, S. 300; XII, S. 318"
75755,"XI, S. 300; XII, S. 318"
75756,"XII, S. 318"
75762,"VIII, S. 533; XII, S. 318"
75780,"XII, S. 318"
75781,"XII, S. 318"
75783,"IX, S. 392; XII, S. 318"
75785,"XII, S. 318"
75787,"XII, S. 318"
75806,"XII, S. 318"
75809,"XII, S. 318"
75839,"IX, S. 393; XII, S. 318"
75847,"VIII, S. 533; X, S.300; XII, S. 318"
7588,"XII, S. 241"
7588,"XII, S. 241"
75889,"XII, S. 318"
75893,"XII, S. 318"
75893,"XII, S. 318"
75894,"XII, S. 318"
75895,"XII, S. 318"
75896,"XII, S. 318"
75897,"IX, S. 394; XII, S. 318"
75898,"XII, S. 318"
75903,"XI, S. 300; XII, S. 318f."
75904,"XI, S. 300; XII, S. 319"
75959,"XII, S. 319"
75960,"XII, S. 319"
75967,"XII, S. 319"
7600,"XII, S. 160"
76040,"XII, S. 319"
76074,"IX, S. 395; XII, S. 319"
76076,"XII, S. 319"
76079,"XII, S. 319"
76090,"XII, S. 319"
76099,"XII, S. 319"
76165,"XII, S. 319"
7633,"XI, S. 177; XII, S. 158"
76358,"XII, S. 319"
76389,"XII, S. 323"
7641,"VIII, S. 277; XII, S. 158"
7642,"XII, S. 158"
76472,"XII, S. 323"
76495,"IX, S. 406; XII, S. 323"
76513,"XII, S. 323"
76522,"XII, S. 324"
76528,"XII, S. 324"
76530,"XII, S. 324"
76533,"X, S. 303; XII, S. 324"
76537,"X, S. 303; XII, S. 324"
76552,"X, S. 303; XII, S. 324"
76561,"X, S. 304; XII, S. 324"
76562,"XII, S. 324"
76567,"XII, S. 324"
7657,"XII, S. 158"
76570,"X, S. 304; XII, S. 324"
76579,"XI, S. 303; XII, S. 324"
76603,"XII, S. 324"
76667,"X, S. 304; XI, S. 303; XII, S. 324"
76668,"X, S. 304; XI, S. 303; XII, S. 324"
76669,"X, S. 304; XI, S. 303; XII, S. 324"
76677,"XII, S. 324"
76679,"XII, S. 324"
76731,"IX, S. 408; XII, S. 324"
76801,"XII, S. 324"
76822,"XII, S. 324"
76837,"XI, S. 304; XII, S. 324"
76839,"XII, S. 324"
76841,"XII, S. 325"
76843,"XII, S. 325"
7686,"XII, S. 160"
76860,"IX, S. 409; XII, S. 325"
76861,"IX, S. 409; XII, S. 325"
76862,"IX, S. 409; XII, S. 325"
76882,"XII, S. 325"
76885,"XII, S. 325"
76934,"IX, S. 410; XII, S. 325"
76955,"IX, S. 411; XII, S. 325"
76957,"XII, S. 325"
76962,"XII, S. 325"
76964,"XII, S. 325"
76972,"XII, S. 325"
76977,"XII, S. 325"
76979,"XII, S. 325"
76980,"XII, S. 325"
76984,"XII, S. 325"
76985,"XII, S. 325"
7699,"VIII, S. 279; IX, S. 210; X, S. 161; XII, S. 159"
76991,"XII, S. 325"
76993,"VIII, S. 540; XII, S. 325"
76994,"XII, S. 325"
76995,"XII, S. 325"
76996,"XII, S. 325"
76997,"XII, S. 325"
76998,"XII, S. 325"
77002,"XII, S. 325"
77004,"XII, S. 325"
77005,"XII, S. 325"
77006,"XII, S. 326"
77007,"XII, S. 326"
77008,"XII, S. 326"
77009,"XII, S. 326"
77010,"XII, S. 326"
77012,"XII, S. 326"
77015,"XII, S. 326"
77016,"XII, S. 326"
77017,"XII, S. 326"
77018,"XII, S. 326"
77025,"XII, S. 326"
77030,"XII, S. 326"
77032,"XII, S. 326"
77041,"XII, S. 326"
77063,"IX, S. 411; XII, S. 326"
77067,"XII, S. 326"
77105,"XII, S. 326"
77125,"IX, S. 413; XII, S. 326"
77138,"XII, S. 326"
77167,"XII, S. 326"
77184,"XII, S. 326"
77205,"XII, S. 326"
77205,"XII, S. 326"
77223,"XII, S. 326"
77240,"XII, S. 326"
77244,"XII, S. 326"
77259,"XII, S. 326"
77423,"XII, S. 326"
77430,"XII, S. 326"
77437,"XII, S. 326"
77487,"XII, S. 326"
77488,"XII, S. 327"
77489,"XII, S. 327"
77491,"XII, S. 327"
77492,"XII, S. 327"
77495,"XII, S. 327"
77499,"XII, S. 327"
77500,"XII, S. 327"
77516,"XII, S. 327"
77535,"XII, S. 327"
77560,"X, S. 305; XII, S. 327"
77569,"XII, S. 327"
7759,"XII, S. 63"
7759,"XII, S. 63"
7760,"XII, S. 63"
7760,"XII, S. 63"
77623,"VIII, S. 540; XII, S. 327"
77629,"XII, S. 327"
77647,"XII, S. 327"
7765,"XII, S. 63"
7765,"XII, S. 63"
77661,"VIII, S. 541; XII, S. 327"
77711,"XII, S. 327"
77724,"XII, S. 327"
77729,"XII, S. 328"
77737,"XII, S. 328"
77745,"XII, S. 328"
77762,"VIII, S. 541; IX, S. 416; XII, S. 328"
77763,"XII, S. 328"
77789,"XII, S. 328"
77791,"XII, S. 328"
77795,"XII, S. 328"
77808,"XI, S. 304; XII, S. 328"
77811,"XII, S. 328"
77842,"X, S. 305; XII, S. 328"
77842,"X, S. 305; XII, S. 328"
77843,"XII, S. 328"
77844,"XII, S. 328"
77845,"XII, S. 328"
77846,"XII, S. 328"
77847,"XII, S. 328"
77849,"XII, S. 328"
77855,"XII, S. 328"
77857,"XII, S. 328"
77859,"XII, S. 328"
77862,"XII, S. 328"
77866,"XII, S. 328"
77876,"VIII, S. 541; XII, S. 328"
7790,"XII, S. 63"
7790,"XII, S. 63"
77907,"XII, S. 329"
77908,"XII, S. 329"
77912,"X, S. 288; XII, S. 292"
77913,"X, S. 288; XII, S. 292"
77914,"X, S. 288; XII, S. 292"
77915,"X, S. 288; XII, S. 292"
77954,"XII, S. 8"
7798,"X, S. 61; XII, S. 63"
7798,"X, S. 61; XII, S. 63"
77980,"XII, S. 8"
7799,"XII, S. 63"
7799,"XII, S. 63"
77995,"XII, S. 9 und 246"
7800,"X, S. 61/62; XII, S. 63"
7800,"X, S. 61/62; XII, S. 63"
78017,"XII, S. 33"
78020,"XII, S. 33"
78023,"XII, S. 33"
78024,"XII, S. 33"
78025,"XII, S. 33f."
78036,"XII, S. 35"
78040,"XII, S. 35"
78041,"XII, S. 35"
78042,"XII, S. 36"
78043,"XII, S. 36"
78045,"XII, S. 36"
78047,"XII, S. 36"
78052,"XII, S. 36"
78056,"XII, S. 36"
78058,"XII, S. 36"
78063,"XII, S. 36"
78071,"XII, S. 36"
78071,"XII, S. 36"
78072,"XII, S. 36"
78081,"XII, S. 37"
78082,"XII, S. 37"
78086,"XII, S. 37"
78089,"XII, S. 37"
78090,"XII, S. 37"
78092,"XII, S. 37"
78093,"XII, S. 37f."
78094,"XII, S. 38"
78095,"XII, S. 38"
78096,"XII, S. 38f."
78097,"XII, S. 39"
78099,"XII, S. 39"
78100,"XII, S. 39"
78101,"XII, S. 39"
78102,"XII, S. 39"
78103,"XII, S. 39f."
78104,"XII, S. 40"
78130,"XII, S. 41"
78164,"XII, S. 245"
78214,"XII, S. 66f."
78273,"XII, S. 84"
78273,"XII, S. 84"
78298,"XII, S. 84"
78298,"XII, S. 84"
78303,"XII, S. 84"
78304,"XII, S. 84f."
78310,"XII, S. 85"
78357,"XI, S. 94; XII, S. 87"
78381,"XII, S. 234 (zu SB XXII 15511)"
78398,"XII, S. 234 (zu SB XXII 15513)"
78405,"XII, S. 234 (zu SB XXII 15514)"
78440,"XII, S. 99"
78441,"XII, S. 99"
78442,"XII, S. 99"
78444,"XII, S. 99"
78446,"XII, S. 99"
78448,"XII, S. 99"
78513,"XII, S. 120"
78515,"XII, S. 120"
78516,"VIII, S. 211; XII, S. 120"
78520,"XII, S. 122"
78521,"XII, S. 122"
78531,"XII, S. 122"
78532,"XII, S. 127"
78534,"XII, S. 131"
78535,"XII, S. 131"
78569,"IX, S. 182; X, S. 140; XI, S. 146; XII, S. 137"
78573,"VIII, S. 267; X, S. 151; XI, S. 168; XII, S. 150"
78580,"XI, S. 174; XII, S. 154"
78589,"XII, S. 154"
78590,"XII, S. 155"
78599,"XII, S. 155"
78603,"XII, S. 155"
78604,"XII, S. 155"
78606,"XII, S. 155"
78663,"XII, S. 155"
78665,"XII, S. 155"
7871,"X, S. 225; XII, S. 223"
78719,"XII, S. 157"
78720,"XII, S. 157"
78721,"XII, S. 157"
78723,"XII, S. 157"
78724,"XII, S. 157"
78725,"XII, S. 157"
78730,"XII, S. 157"
7876,"XII, S. 224"
78807,"XII, S. 284"
78828,"IX, S. 311; XI, S. 243; XII, S. 248f."
7883,"XII, S. 227 (zu SB XX 14659)"
78836,"VIII, S. 530; XII, S. 317"
7884,"XI, S. 134; XII, S. 126"
78856,"XII, S. 285"
78867,"XII, S. 176"
78885,"XII, S. 195f."
78891,"XII, S. 208"
78897,"IX, S. 304; XII, S. 221"
78900,"XII, S. 225"
78902,"XII, S. 225"
78904,"XII, S. 225"
78907,"X, S. 231; XII, S. 228"
78909,"XII, S. 228"
78915,"XII, S. 230"
78918,"XI, S. 236; XII, S. 230"
78924,"XII, S. 231"
78928,"XII, S. 231"
78937,"XII, S. 231"
78941,"XII, S. 231"
78953,"XI, S. 236; XII, S. 231"
78960,"XI, S. 237; XII, S. 232"
78961,"XI, S. 237; XII, S. 232"
78962,"XI, S. 237; XII, S. 232"
78963,"XI, S. 237; XII, S. 232"
78964,"XI, S. 237; XII, S. 232"
78965,"XI, S. 237; XII, S. 232"
78966,"XII, S. 232"
78967,"XII, S. 232"
78968,"XII, S. 232"
78969,"XII, S. 232"
7897,"XII, S. 226"
78972,"XII, S. 232"
78972,"XII, S. 232"
7898,"XII, S. 226"
78993,"XII, S. 232"
79,"VIII, S. 155; IX, S. 113; XII, S. 95"
79009,"XII, S. 232"
79018,"XII, S. 232"
79054,"XII, S. 232"
79055,"XII, S. 232"
79056,"XI, S. 237; XII, S. 232"
79057,"XII, S. 232"
79058,"XII, S. 232"
79060,"XI, S. 238; XII, S. 233"
79060,"XI, S. 238; XII, S. 233"
79061,"XII, S. 233"
79061,"XII, S. 233"
79064,"XII, S. 233"
79064,"XII, S. 233"
79065,"XII, S. 234"
79065,"XII, S. 234"
79066,"XI, S. 238; XII, S. 234"
79067,"XII, S. 234"
79068,"XII, S. 234"
79069,"XII, S. 234"
79087,"XII, S. 234"
79094,"XII, S. 234"
79115,"XII, S. 234f."
79128,"XI, S. 240; XII, S. 235"
79196,"XI, S. 240; XII, S. 235"
79198,"XI, S. 240; XII, S. 235"
79203,"XII, S. 236"
79205,"XII, S. 236"
79231,"XII, S. 237"
79234,"XII, S. 237"
79242b,"XII, S. 237"
79242b,"XII, S. 237"
79245,"XII, S. 237"
79254,"XII, S. 238"
79259,"XII, S. 238"
79263,"XII, S. 238"
79264,"XII, S. 238"
79267,"XII, S. 238"
79268,"XII, S. 238"
79303,"XII, S. 239"
79306,"XII, S. 239"
79307,"XII, S. 239"
79318,"XII, S. 240"
79323,"XII, S. 240"
79325,"XII, S. 240"
79326,"XII, S. 240"
79327,"XII, S. 240"
79329,"XII, S. 240"
79330,"XII, S. 240"
79331,"XII, S. 240"
79342,"XII, S. 240"
79343,"XII, S. 240"
79346,"XII, S. 240"
79349,"XII, S. 240"
79374,"XII, S. 156 (zu P.Panop. Bork.)"
79377,"XII, S. 241"
79378,"XII, S. 241"
79379,"XII, S. 241"
79389,"XII, S. 242"
79390,"XII, S. 242"
79412,"XII, S. 242"
79413,"XII, S. 242"
79417,"XII, S. 242"
79418,"XII, S. 242"
79422,"XII, S. 242"
79424,"XII, S. 242"
79433,"XII, S. 243"
79434,"XII, S. 243"
79443,"XII, S. 267"
79448,"XI, S. 264f.; XII, S. 273"
79597,"XII, S. 56"
7962,"XII, S. 282"
79652,"VIII, S. 92; XII, S. 56"
7970,"XII, S. 283"
7972,"VIII, S. 496; XII, S. 283"
79885,"XII, S. 56"
7993,"XI, S. 281; XII, S. 283"
80090,"XII, S. 56"
80105,"XII, S. 7"
803,"IX, S. 51; X, S. 37; XI, S. 55; XII, S. 48"
8050,"XII, S. 283"
8082,"XII, S. 4"
8082,"XII, S. 4"
8087,"X, S. 231; XI, S. 232; XII, S. 228"
8098,"X, S. 231; XII, S. 228"
8113a,"X, S. 232; XII, S. 228"
8114,"XII, S. 228"
8130,"XII, S. 229"
8130,"XII, S. 229"
8175,"X, S. 79; XII, S. 78"
8186,"XI, S. 95; XII, S. 91"
8204,"IX, S. 108; XII, S. 91"
8249,"XII, S. 91"
8313,"VIII, S. 50; XII, S. 23"
8337,"XII, S. 120"
8348,"XII, S. 231"
8351,"XII, S. 33"
8511,"XII, S. 230"
8511,"XII, S. 230"
86,"XII, S. 102"
8617,"XII, S. 52"
86380,"XII, S. 235"
8711,"XI, S. 194; XII, S. 177"
8732,"XII, S. 221"
8749,"VIII, S. 318; XII, S. 180f."
8757,"XII, S. 157"
8764,"XII, S. 125"
8765,"XII, S. 125"
8772,"XII, S. 125f."
8773,"XII, S. 126"
8774,"XII, S. 126"
8813,"XII, S. 157"
8819,"XII, S. 234"
8862a,"VIII, S. 491; IX, S. 355; X, S. 276; XII, S. 280f."
8863,"VIII, S. 326; XII, S. 187"
8870,"VIII, S. 25; IX, S. 19; XII, S. 12f."
8870,"VIII, S. 25; IX, S. 19; XII, S. 12f."
8875,"XII, S. 10"
8880,"VIII, S. 19; XII, S. 10"
8883,"XII, S. 10"
8898,"VIII, S. 19; XII, S. 10"
8921,"XII, S. 11"
8929,"XII, S. 242"
8943,"XII, S. 11"
8944,"VIII, S. 20; XI, S. 16; XII, S. 11"
8946,"XII, S. 11"
8956,"XII, S. 11"
8959,"XII, S. 247"
8960,"VIII, S. 20; XII, S. 11"
8961,"XII, S. 9"
8963,"X, S. 13; XII, S. 11"
8990,"IX, S. 17; XII, S. 11"
8998,"VIII, S. 21; XII, S. 11"
9005,"VIII, S. 18; XII, S. 9"
9006,"VIII, S. 21; XII, S. 11"
9021,"XII, S. 11"
9027,"XII, S. 11"
9053,"XI, S. 17; XII, S. 12"
9054,"XI, S. 17; XII, S. 12"
9069,"IX, S. 19; XII, S. 12"
9070,"IX, S. 19; XII, S. 12"
9071,"XII, S. 12"
9072,"XII, S. 12"
9073,"XII, S. 10"
9074,"VIII, S. 24; XII, S. 12"
9075,"VIII, S. 24; XII, S. 12"
9085,"XII, S. 12"
9086,"VIII, S. 18; IX, S. 15; XII, S. 10"
9090,"IX, S. 15; XII, S. 10"
9094,"XII, S. 10"
9095,"XII, S. 10"
9109,"XII, S. 10"
9110,"XII, S. 10"
9114,"X, S. 10; XII, S. 9"
9117,"XII, S. 10"
9128,"XII, S. 10"
9129,"IX, S. 16; XII, S. 10"
9139,"VIII, S. 24; IX, S. 19; XI, S. 17; XII, S. 12"
9141,"XI, S. 17; XII, S. 13"
9144,"IX, S. 19; XII, S. 13"
9152,"VIII, S. 26; XII, S. 13"
9155,"XII, S. 13"
9176,"XII, S. 13"
9191,"VIII, S. 28; XII, S. 13"
9197,"IX, S. 20; XII, S. 13"
9198,"XII, S. 13"
92,"XII, S. 103"
9214,"VIII, S. 28; XII, S. 14"
9225,"VIII, S. 28; XII, S. 14"
9229,"IX, S. 21; XII, S. 14"
9247,"XII, S. 237"
9260,"VIII, S. 30; XII, S. 14"
9260,"VIII, S. 30; XII, S. 14"
9264,"XII, S. 14"
9294,"VIII, S. 31; X, S. 15; XII, S. 14"
9299,"XII, S. 14f."
9301,"XII, S. 15"
9303,"XII, S. 15"
9304,"XII, S. 15"
9309,"X, S. 15f.; XII, S. 15"
9313,"XII, S. 15"
9315,"VIII, S. 32; IX, S. 22; XII, S. 15"
9317,"XII, S. 15"
9329,"XII, S. 15"
9350,"IX, S. 23; XII, S. 16"
9391,"VIII, S. 36; XII, S. 16"
9393,"XII, S. 16"
9405,"XII, S. 16"
9428,"X, S. 18; XII, S. 17"
9428,"X, S. 18; XII, S. 17"
9432,"XII, S. 17"
9436,"VIII, S. 39; XII, S. 17"
9438,"XII, S. 17"
9442,"IX, S. 25; XII, S. 17"
9448,"VIII, S. 40; XII, S. 18"
9461,"VIII, S. 49; IX, S. 28; X, S. 22; XI, S. 29; XII, S. 21"
9463,"VIII, S. 49; X, S. 22; XI, S. 29; XII, S. 21"
9464a,"VIII, S. 49/50; IX, S. 29; XII, S. 22"
9467a,"VIII, S. 50; IX, S. 29; XI, S. 29; XII, S. 22"
9467b,"IX, S. 29; XI, S. 29; XII, S. 22"
9467c,"IX, S. 29; XII, S. 22"
9469,"VIII, S. 50; IX, S. 29; XII, S. 22"
9470,"VIII, S. 50; XI, S. 29; XII, S. 22"
9487,"XII, S. 19"
9495,"XII, S. 20"
9518b,"VIII, S. 45/46; IX, S. 27; XII, S. 20"
9523,"VIII, S. 46; X, S. 21; XII, S. 20"
9523,"VIII, S. 46; X, S. 21; XII, S. 20"
9536,"VIII, S. 47; XII, S. 20"
9538,"XII, S. 20"
9547,"XII, S. 20"
9549,"XII, S. 20"
9561,"IX, S. 30; XII, S. 23"
9578,"XII, S. 23"
9584,"VIII, S. 51; XII, S. 23"
9590,"XII, S. 23"
9617,"IX, S. 30; XII, S. 24"
9617,"IX, S. 30; XII, S. 24"
9691,"XII, S. 25"
97066,"XII, S. 248"
97076,"XII, S. 247"
97103,"XII, S. 247"
97118,"XII, S. 245"
97124,"XII, S. 244f."
97145,"XII, S. 244"
97146,"XII, S. 247"
97152,"XII, S. 245"
97154,"XII, S. 245"
97156,"XII, S. 245"
97163,"XII, S. 247"
97191,"XII, S. 248"
97203,"XII, S. 243"
97209,"XII, S. 243"
97219,"XII, S. 247"
97220a,"XII, S. 247"
97220b,"XII, S. 247"
97222,"XII, S. 246"
97223,"XII, S. 247"
97224,"XII, S. 247"
97225,"XII, S. 247"
97226,"XII, S. 244"
97231,"XII, S. 247"
97232,"XII, S. 244"
97234,"XII, S. 244"
97234,"XII, S. 244"
97238,"XII, S. 247"
97241,"XII, S. 246"
97249,"XII, S. 244"
97260,"XII, S. 246"
97266,"XII, S. 247"
97282,"XII, S. 244"
97289,"XII, S. 244"
97331,"XII, S. 248"
97357,"XII, S. 243"
97363,"XII, S. 243"
9740,"XII, S. 26"
9753,"IX, S. 35; X, S. 26; XII, S. 26"
9821,"VIII, S. 98; XII, S. 57"
9828,"XII, S. 57"
9831,"XII, S. 57"
9835,"VIII, S. 99; XII, S. 57"
9840,"XII, S. 57"
9853,"VIII, S. 100; IX, S. 65; XII, S. 57"
9862,"VIII, S. 97; XII, S. 57"
9874,"VIII, S. 103; XII, S. 58"
9885,"XI, S. 70; XII, S. 59"
9894,"XII, S. 61"
9897,"IX, S. 76; X, S. 53; XII, S. 61"
9897,"IX, S. 76; X, S. 53; XII, S. 61"
9899,"XII, S. 62"
99,"VIII, S. 414; XII, S. 259"
990,"XII, S. 48f."
